player,hof_flag,final_mvp,all_stargame,championship_ring,league_mvp,assist,blocks,box_plus_minus,points,steals,total_rebounds,value_of_replacement,win_shares
Predrag Savovic,N,N,N,N,N,22.00,1.00,-6.10,83.00,14.00,25.00,-0.30,0.00
Priest Lauderdale,N,N,N,N,N,33.00,26.00,-15.50,255.00,8.00,143.00,-0.40,-1.00
Primoz Brezec,N,N,N,N,N,170.00,123.00,-26.70,2410.00,69.00,1277.00,-0.10,11.00
Purvis Short,N,N,N,N,N,1877.00,167.00,-3.00,12804.00,775.00,3187.00,0.90,45.00
Quentin Richardson,N,N,N,N,N,1137.00,148.00,-7.00,8027.00,607.00,3656.00,0.80,33.00
Quincy Acy,N,N,N,N,N,180.00,128.00,-3.70,1385.00,129.00,1113.00,0.10,9.00
Quincy Douby,N,N,N,N,N,13.00,5.00,-7.60,84.00,2.00,25.00,-0.30,0.00
Quincy Lewis,N,N,N,N,N,94.00,34.00,-11.40,551.00,57.00,203.00,-0.30,1.00
Quincy Miller,N,N,N,N,N,13.00,7.00,-9.70,41.00,8.00,28.00,-0.10,0.00
Quincy Pondexter,N,N,N,N,N,183.00,40.00,-2.90,1101.00,71.00,415.00,0.40,7.00
Quinn Buckner,N,N,N,N,N,3028.00,77.00,1.80,5812.00,1297.00,1918.00,1.10,25.00
Quintin Dailey,N,N,N,N,N,874.00,41.00,-37.00,6072.00,416.00,996.00,-0.30,10.00
Quinton Ross,N,N,N,N,N,245.00,91.00,-23.60,1184.00,171.00,586.00,-0.30,4.00
Qyntel Woods,N,N,N,N,N,105.00,28.00,-11.00,681.00,67.00,379.00,-0.20,1.00
R.J. Hunter,N,N,N,N,N,13.00,4.00,-3.50,97.00,14.00,37.00,-0.10,0.00
Raef LaFrentz,N,N,N,N,N,695.00,1132.00,11.80,6741.00,331.00,4002.00,1.30,46.00
Rafael Addison,N,N,N,N,N,339.00,83.00,-25.70,2186.00,148.00,780.00,-0.50,5.00
Rafael Araujo,N,N,N,N,N,41.00,16.00,-18.60,389.00,51.00,395.00,-0.60,0.00
Rafer Alston,N,N,N,N,N,3574.00,120.00,-4.20,7824.00,923.00,2139.00,1.10,38.00
Raja Bell,N,N,N,N,N,1269.00,132.00,-6.60,7080.00,493.00,2030.00,0.80,35.00
Rajon Rondo,N,N,Y,N,N,6319.00,101.00,16.30,7864.00,1335.00,3692.00,1.80,54.00
Rakeem Christmas,N,N,N,N,N,4.00,6.00,-4.30,59.00,3.00,56.00,-0.10,1.00
Ralph Drollinger,N,N,N,N,N,14.00,2.00,-6.40,15.00,1.00,19.00,-0.10,0.00
Ralph Lewis,N,N,N,N,N,14.00,4.00,-5.50,83.00,13.00,51.00,-0.30,0.00
Ralph Sampson,Y,N,Y,N,N,955.00,727.00,-20.60,6670.00,367.00,3811.00,0.70,19.00
Ralph Simpson,N,N,N,N,N,750.00,29.00,-34.10,2732.00,292.00,687.00,-0.60,0.00
Ramon Sessions,N,N,N,N,N,2870.00,53.00,-22.10,7178.00,456.00,1819.00,0.10,31.00
Randell Jackson,N,N,N,N,N,8.00,11.00,-6.40,114.00,3.00,54.00,-0.30,0.00
Randolph Keys,N,N,N,N,N,278.00,51.00,-20.50,1943.00,202.00,787.00,-0.20,3.00
Randolph Morris,N,N,N,N,N,5.00,6.00,-25.40,122.00,11.00,84.00,-0.20,0.00
Randy Allen,N,N,N,N,N,23.00,19.00,-5.90,235.00,16.00,138.00,-0.70,0.00
Randy Breuer,N,N,N,N,N,533.00,634.00,-19.60,3534.00,230.00,2311.00,0.10,15.00
Randy Brown,N,N,N,Y,N,1267.00,143.00,-21.50,2860.00,651.00,1079.00,0.00,9.00
Randy Denton,N,N,N,N,N,33.00,16.00,-4.40,239.00,14.00,218.00,-0.40,0.00
Randy Foye,N,N,N,N,N,2161.00,233.00,-19.30,7880.00,541.00,1737.00,0.30,24.00
Randy Livingston,N,N,N,N,N,370.00,27.00,-11.20,696.00,100.00,236.00,-0.30,2.00
Randy Smith,N,N,Y,N,N,3275.00,52.00,8.20,11685.00,1170.00,2447.00,2.30,47.00
Randy White,N,N,N,N,N,175.00,127.00,-23.50,2083.00,209.00,1366.00,-0.70,2.00
Randy Wittman,N,N,N,N,N,1009.00,52.00,-8.90,3230.00,206.00,598.00,0.40,15.00
Randy Woods,N,N,N,N,N,40.00,1.00,-3.70,68.00,14.00,14.00,-0.10,0.00
Rashad McCants,N,N,N,N,N,399.00,75.00,-18.20,3033.00,230.00,616.00,-0.20,4.00
Rashad Vaughn,N,N,N,N,N,39.00,16.00,-6.10,217.00,29.00,88.00,-1.00,-1.00
Rashard Lewis,N,N,Y,N,N,1857.00,571.00,11.30,16247.00,1167.00,5723.00,1.90,94.00
Rasheed Wallace,N,N,Y,N,N,2148.00,1577.00,31.60,17074.00,1150.00,7857.00,2.20,111.00
Rasho Nesterovic,N,N,N,N,N,835.00,934.00,2.00,5511.00,330.00,4135.00,1.00,40.00
Rastko Cvetkovic,N,N,N,N,N,3.00,1.00,-8.40,10.00,2.00,11.00,-0.10,0.00
Rasual Butler,N,N,N,N,N,626.00,389.00,-30.30,5742.00,271.00,1849.00,-0.10,18.00
Raul Lopez,N,N,N,N,N,428.00,5.00,-7.00,733.00,84.00,194.00,-0.40,2.00
Raul Neto,N,N,N,N,N,208.00,7.00,-2.60,576.00,83.00,150.00,0.00,3.00
Rawle Marshall,N,N,N,N,N,10.00,7.00,-3.50,71.00,8.00,31.00,-0.10,0.00
Ray Allen,N,N,Y,N,N,4695.00,258.00,59.80,26218.00,1554.00,5653.00,3.10,154.00
Ray Blume,N,N,N,N,N,68.00,2.00,-5.90,226.00,23.00,41.00,-0.50,0.00
Ray McCallum,N,N,N,N,N,395.00,30.00,-15.30,989.00,86.00,322.00,-0.20,2.00
Ray Owes,N,N,N,N,N,15.00,20.00,-5.50,177.00,15.00,163.00,-0.50,0.00
Ray Tolbert,N,N,N,N,N,168.00,127.00,-22.40,1189.00,81.00,746.00,-0.20,4.00
Ray Williams,N,N,N,N,N,3661.00,200.00,11.60,9999.00,1188.00,2340.00,1.80,37.00
Raymond Felton,N,N,N,N,N,4883.00,188.00,-7.90,10121.00,1081.00,2605.00,0.90,39.00
Raymond Townsend,N,N,N,N,N,207.00,10.00,-8.90,710.00,87.00,144.00,-0.60,1.00
Reece Gaines,N,N,N,N,N,51.00,4.00,-23.90,125.00,18.00,56.00,-0.30,-1.00
Reggie Bullock,N,N,N,N,N,51.00,10.00,-19.40,329.00,38.00,178.00,-0.10,1.00
Reggie Carter,N,N,N,N,N,206.00,8.00,-9.20,471.00,58.00,164.00,-0.50,0.00
Reggie Evans,N,N,N,N,N,467.00,112.00,-40.10,3559.00,558.00,5922.00,0.00,28.00
Reggie Geary,N,N,N,N,N,110.00,14.00,-7.20,209.00,50.00,82.00,-0.10,1.00
Reggie Jackson,N,N,N,N,N,2210.00,57.00,-1.20,6036.00,357.00,1552.00,0.90,26.00
Reggie Johnson,N,N,N,N,N,338.00,230.00,-12.60,3324.00,162.00,1642.00,0.00,14.00
Reggie Jordan,N,N,N,N,N,160.00,29.00,5.50,469.00,85.00,307.00,0.20,3.00
Reggie King,N,N,N,N,N,691.00,147.00,-0.70,3898.00,365.00,2707.00,1.20,25.00
Reggie Lewis,N,N,Y,N,N,1153.00,417.00,4.30,7902.00,569.00,1938.00,2.20,39.00
Reggie Miller,Y,N,Y,N,N,4141.00,299.00,56.90,25279.00,1505.00,4182.00,3.50,175.00
Reggie Slater,N,N,N,N,N,140.00,54.00,-33.20,1348.00,84.00,728.00,-0.30,5.00
Reggie Smith,N,N,N,N,N,4.00,6.00,-5.30,76.00,12.00,99.00,-0.30,0.00
Reggie Theus,N,N,Y,N,N,6453.00,236.00,-2.60,19015.00,1206.00,3349.00,1.30,67.00
Reggie Williams,N,N,N,N,N,1780.00,457.00,-20.50,9224.00,961.00,2938.00,0.70,32.00
Renaldo Balkman,N,N,N,N,N,120.00,99.00,6.20,835.00,151.00,717.00,0.60,7.00
Rex Chapman,N,N,N,N,N,1884.00,137.00,-26.40,9991.00,606.00,1699.00,0.10,25.00
Rex Walters,N,N,N,N,N,599.00,34.00,-21.00,1607.00,145.00,415.00,-0.20,7.00
Rich Jones,N,N,N,N,N,46.00,11.00,-3.50,360.00,38.00,194.00,-0.30,1.00
Rich Kelley,N,N,N,N,N,2113.00,816.00,28.20,6513.00,717.00,5703.00,1.60,44.00
Rich King,N,N,N,N,N,12.00,5.00,-5.40,88.00,4.00,49.00,-0.20,0.00
Rich Manning,N,N,N,N,N,12.00,9.00,-31.10,226.00,10.00,117.00,-0.40,0.00
Rich Rinaldi,N,N,N,N,N,10.00,1.00,-8.60,9.00,3.00,7.00,-0.10,0.00
Richard Anderson,N,N,N,N,N,719.00,110.00,-8.40,2676.00,275.00,1704.00,0.20,10.00
Richard Coffey,N,N,N,N,N,3.00,4.00,-7.30,68.00,6.00,79.00,-0.40,0.00
Richard Dumas,N,N,N,N,N,104.00,45.00,-1.60,998.00,127.00,322.00,0.50,4.00
Richard Hamilton,N,N,Y,N,N,3041.00,130.00,-13.90,15382.00,702.00,2786.00,0.80,61.00
Richard Jefferson,N,N,N,N,N,2200.00,337.00,-0.30,13396.00,734.00,4503.00,1.20,78.00
Richard Washington,N,N,N,N,N,531.00,335.00,-20.40,4218.00,263.00,2609.00,-0.10,13.00
Richaun Holmes,N,N,N,N,N,91.00,95.00,0.80,846.00,61.00,446.00,0.70,5.00
Richie Frahm,N,N,N,N,N,90.00,12.00,-7.50,521.00,38.00,173.00,0.10,3.00
Rick Adelman,N,N,N,N,N,168.00,9.00,-5.30,501.00,106.00,164.00,-0.20,2.00
Rick Barry,Y,Y,Y,N,N,3163.00,269.00,20.80,11729.00,1104.00,2876.00,3.70,58.00
Rick Brunson,N,N,N,N,N,994.00,26.00,-54.20,1257.00,232.00,503.00,-0.20,4.00
Rick Calloway,N,N,N,N,N,61.00,7.00,-6.80,205.00,22.00,78.00,-0.80,0.00
Rick Carlisle,N,N,N,N,N,136.00,8.00,-7.20,273.00,30.00,90.00,-0.20,1.00
Rick Fox,N,N,N,Y,N,2425.00,321.00,11.20,8139.00,860.00,3195.00,1.50,42.00
Rick Hughes,N,N,N,N,N,9.00,1.00,-5.40,82.00,3.00,49.00,-0.20,0.00
Rick Mahorn,N,N,N,N,N,991.00,901.00,-23.60,7106.00,567.00,6307.00,0.70,49.00
Rick Roberson,N,N,N,N,N,133.00,55.00,-0.90,933.00,65.00,701.00,0.60,3.00
Rick Robey,N,N,N,N,N,670.00,91.00,-15.00,4082.00,239.00,2511.00,0.20,17.00
Rick Wilson,N,N,N,N,N,83.00,9.00,-12.00,194.00,34.00,79.00,-0.10,0.00
Rickey Brown,N,N,N,N,N,144.00,140.00,-32.00,1881.00,108.00,1466.00,-0.50,5.00
Rickey Green,N,N,Y,N,N,5221.00,51.00,-27.80,8870.00,1348.00,1819.00,0.40,47.00
Rickey Williams,N,N,N,N,N,37.00,4.00,-5.80,147.00,20.00,38.00,-0.30,0.00
Ricky Berry,N,N,N,N,N,80.00,22.00,-1.70,706.00,37.00,197.00,0.10,2.00
Ricky Davis,N,N,N,N,N,2526.00,193.00,-18.90,10216.00,752.00,2664.00,0.50,29.00
Ricky Ledo,N,N,N,N,N,37.00,2.00,-15.00,179.00,12.00,70.00,-0.40,-1.00
Ricky Marsh,N,N,N,N,N,90.00,19.00,-4.30,269.00,29.00,75.00,-0.50,1.00
Ricky Pierce,N,N,Y,N,N,2000.00,167.00,-14.70,16235.00,825.00,2499.00,0.70,81.00
Ricky Rubio,N,N,N,N,N,2991.00,45.00,6.40,3653.00,747.00,1498.00,1.50,23.00
Ricky Sobers,N,N,N,N,N,3525.00,161.00,-15.30,10902.00,1085.00,2132.00,0.50,32.00
Ricky Wilson,N,N,N,N,N,132.00,6.00,-9.00,229.00,40.00,53.00,-0.30,0.00
Rik Smits,N,N,Y,N,N,1130.00,1011.00,-5.50,11853.00,352.00,4876.00,0.80,53.00
Rob Lock,N,N,N,N,N,4.00,4.00,-9.40,30.00,3.00,32.00,-0.20,0.00
Rob Williams,N,N,N,N,N,825.00,17.00,-7.10,1319.00,173.00,330.00,-0.60,2.00
Robbie Hummel,N,N,N,N,N,27.00,9.00,-3.50,198.00,16.00,134.00,-0.30,1.00
Robert Archibald,N,N,N,N,N,13.00,3.00,-3.10,32.00,14.00,52.00,-0.10,0.00
Robert Covington,N,N,N,N,N,304.00,140.00,1.40,2665.00,329.00,1171.00,1.30,9.00
Robert Hawkins,N,N,N,N,N,146.00,47.00,3.90,1295.00,109.00,234.00,0.30,3.00
Robert Hite,N,N,N,N,N,8.00,2.00,-7.90,51.00,3.00,16.00,-0.20,0.00
Robert Horry,N,N,N,Y,N,2262.00,1007.00,47.70,7337.00,1144.00,5114.00,1.90,66.00
Robert Pack,N,N,N,N,N,2751.00,46.00,-33.90,5256.00,626.00,1124.00,-0.10,15.00
Robert Parish,Y,N,Y,Y,N,2158.00,2342.00,25.30,23173.00,1213.00,14626.00,2.10,146.00
Robert Reid,N,N,N,N,N,2582.00,417.00,-20.00,10831.00,1009.00,4311.00,0.90,40.00
Robert Sacre,N,N,N,N,N,120.00,100.00,-9.40,744.00,56.00,559.00,-0.20,3.00
Robert Smith,N,N,N,N,N,468.00,25.00,-17.40,1397.00,134.00,351.00,-0.20,7.00
Robert Swift,N,N,N,N,N,18.00,79.00,-13.10,401.00,25.00,371.00,-0.30,2.00
Robert Traylor,N,N,N,N,N,312.00,306.00,3.10,2085.00,280.00,1640.00,0.50,13.00
Robert Werdann,N,N,N,N,N,9.00,7.00,-11.30,92.00,11.00,75.00,-0.20,0.00
Robin Jones,N,N,N,N,N,80.00,38.00,-0.50,344.00,37.00,296.00,0.40,2.00
Robin Lopez,N,N,N,N,N,421.00,755.00,-0.30,5294.00,153.00,3350.00,1.10,37.00
Rod Derline,N,N,N,N,N,71.00,5.00,-13.30,518.00,34.00,86.00,-0.60,1.00
Rod Foster,N,N,N,N,N,293.00,10.00,-9.90,866.00,76.00,178.00,-0.60,1.00
Rod Higgins,N,N,N,N,N,1252.00,362.00,-17.60,7007.00,485.00,2820.00,0.60,38.00
Rod Strickland,N,N,N,N,N,8568.00,231.00,3.00,15462.00,1715.00,4417.00,1.50,90.00
Rodney Buford,N,N,N,N,N,179.00,31.00,-26.30,1472.00,115.00,598.00,-0.50,3.00
Rodney Carney,N,N,N,N,N,143.00,105.00,-20.00,1903.00,170.00,635.00,-0.20,7.00
Rodney Hood,N,N,N,N,N,392.00,39.00,-1.60,2330.00,141.00,586.00,0.70,11.00
Rodney McCray,N,N,N,N,N,2457.00,457.00,11.70,8160.00,528.00,4573.00,2.40,53.00
Rodney McGruder,N,N,N,N,N,124.00,18.00,-0.40,497.00,45.00,257.00,0.80,3.00
Rodney Monroe,N,N,N,N,N,27.00,2.00,-6.90,131.00,12.00,33.00,-0.40,0.00
Rodney Rogers,N,N,N,N,N,1920.00,500.00,1.40,10829.00,975.00,4475.00,1.00,45.00
Rodney Stuckey,N,N,N,N,N,2249.00,94.00,-11.50,7904.00,552.00,1828.00,0.40,29.00
Rodney White,N,N,N,N,N,245.00,66.00,-26.50,1597.00,120.00,500.00,-0.40,2.00
Rodrick Rhodes,N,N,N,N,N,131.00,14.00,-28.50,414.00,71.00,100.00,-0.60,-2.00
Rodrigue Beaubois,N,N,N,N,N,374.00,52.00,-2.20,1286.00,124.00,338.00,0.40,5.00
Roger Brown,N,N,N,N,N,48.00,86.00,-12.00,264.00,42.00,440.00,-0.20,1.00
Roger Burkman,N,N,N,N,N,5.00,2.00,7.10,5.00,6.00,6.00,0.10,0.00
Roger Mason,N,N,N,N,N,688.00,81.00,-30.30,3352.00,195.00,913.00,0.00,13.00
Roger Phegley,N,N,N,N,N,563.00,43.00,-15.80,3806.00,189.00,853.00,-0.10,11.00
Roko Ukic,N,N,N,N,N,153.00,2.00,-5.40,301.00,30.00,75.00,-0.80,0.00
Rolando Blackman,N,N,Y,N,N,2486.00,240.00,-0.50,15318.00,604.00,2837.00,1.40,64.00
Ron Anderson,N,N,N,N,N,1099.00,97.00,-23.00,7729.00,528.00,2587.00,0.20,27.00
Ron Baker,N,N,N,N,N,107.00,8.00,-4.40,215.00,34.00,98.00,-0.50,0.00
Ron Behagen,N,N,N,N,N,587.00,151.00,-17.80,3989.00,298.00,2668.00,0.10,14.00
Ron Boone,N,N,N,N,N,1575.00,55.00,-16.90,6254.00,512.00,1262.00,-0.10,13.00
Ron Brewer,N,N,N,N,N,1332.00,347.00,-54.50,8625.00,700.00,1385.00,-0.20,24.00
Ron Carter,N,N,N,N,N,9.00,3.00,-8.40,32.00,2.00,19.00,-0.20,0.00
Ron Cavenall,N,N,N,N,N,19.00,42.00,-4.40,78.00,12.00,166.00,-0.40,0.00
Ron Davis,N,N,N,N,N,47.00,11.00,-4.00,374.00,36.00,119.00,-0.40,1.00
Ron Grandison,N,N,N,N,N,42.00,3.00,-2.70,177.00,18.00,92.00,-0.10,1.00
Ron Harper,N,N,N,Y,N,4098.00,770.00,37.30,14708.00,1797.00,4515.00,2.00,70.00
Ron Lee,N,N,N,N,N,1724.00,133.00,-3.90,3043.00,861.00,1174.00,0.80,11.00
Ron Mercer,N,N,N,N,N,1021.00,129.00,-40.20,6492.00,436.00,1467.00,-0.60,6.00
Ron Riley,N,N,N,N,N,271.00,89.00,-14.20,1041.00,121.00,982.00,-0.20,3.00
Ron Williams,N,N,N,N,N,153.00,2.00,-2.80,444.00,49.00,69.00,-0.20,3.00
Ronald Dupree,N,N,N,N,N,79.00,28.00,-6.50,444.00,39.00,262.00,-0.30,2.00
Ronald Murray,N,N,N,N,N,1503.00,130.00,-38.50,6641.00,539.00,1385.00,-0.30,11.00
Rondae Hollis-Jefferson,N,N,N,N,N,197.00,60.00,0.20,842.00,121.00,606.00,0.50,4.00
Ronnie Brewer,N,N,N,N,N,1009.00,140.00,9.40,4600.00,735.00,1693.00,1.40,35.00
Ronnie Lester,N,N,N,N,N,996.00,32.00,-22.60,1786.00,185.00,467.00,-0.10,6.00
Ronnie Murphy,N,N,N,N,N,6.00,1.00,-10.70,36.00,5.00,11.00,-0.20,0.00
Ronnie Price,N,N,N,N,N,643.00,38.00,-23.50,1465.00,300.00,489.00,-0.10,2.00
Ronnie Valentine,N,N,N,N,N,7.00,4.00,-10.40,84.00,7.00,30.00,-0.30,0.00
Ronny Turiaf,N,N,N,N,N,618.00,600.00,11.50,2215.00,192.00,1789.00,0.60,20.00
Rony Seikaly,N,N,N,N,N,765.00,786.00,-31.50,8941.00,402.00,5715.00,0.20,34.00
Rory Sparrow,N,N,N,N,N,4273.00,107.00,-49.80,8086.00,903.00,1913.00,-0.10,28.00
Rory White,N,N,N,N,N,247.00,55.00,-27.00,2565.00,202.00,819.00,-0.20,7.00
Roshown McLeod,N,N,N,N,N,182.00,22.00,-20.00,1152.00,64.00,426.00,-0.50,1.00
Rowland Garrett,N,N,N,N,N,142.00,56.00,-35.20,1734.00,121.00,775.00,-0.30,7.00
Roy Hamilton,N,N,N,N,N,192.00,5.00,-5.70,333.00,48.00,107.00,-1.10,0.00
Roy Hibbert,N,N,Y,N,N,905.00,1190.00,-1.00,6828.00,249.00,4327.00,0.90,38.00
Roy Hinson,N,N,N,N,N,563.00,951.00,-7.00,8008.00,351.00,3781.00,0.60,34.00
Roy Marble,N,N,N,N,N,11.00,1.00,-7.10,51.00,7.00,24.00,-0.20,0.00
Roy Rogers,N,N,N,N,N,58.00,213.00,-22.40,665.00,27.00,495.00,-0.20,2.00
Roy Tarpley,N,N,N,N,N,292.00,329.00,2.80,3533.00,317.00,2803.00,0.70,20.00
Royal Ivey,N,N,N,N,N,431.00,30.00,-22.50,1295.00,165.00,432.00,-0.40,3.00
Ruben Boumtje-Boumtje,N,N,N,N,N,4.00,16.00,-4.30,39.00,3.00,55.00,-0.10,0.00
Ruben Patterson,N,N,N,N,N,1200.00,251.00,2.20,7195.00,764.00,2723.00,1.20,36.00
Ruben Wolkowyski,N,N,N,N,N,3.00,18.00,-7.50,75.00,6.00,46.00,-0.40,0.00
Rudy Fernandez,N,N,N,N,N,554.00,40.00,6.20,2254.00,249.00,608.00,1.40,14.00
Rudy Gay,N,N,N,N,N,2080.00,702.00,8.50,16333.00,1187.00,5217.00,1.50,56.00
Rudy Gobert,N,N,N,N,N,304.00,579.00,11.00,2484.00,166.00,2633.00,3.10,30.00
Rudy Macklin,N,N,N,N,N,118.00,30.00,-5.20,995.00,81.00,453.00,-0.30,3.00
Rudy Tomjanovich,N,N,Y,N,N,1068.00,157.00,1.10,8834.00,330.00,3384.00,1.60,48.00
Rudy White,N,N,N,N,N,83.00,7.00,-15.20,250.00,35.00,90.00,-0.20,0.00
Rumeal Robinson,N,N,N,N,N,1095.00,54.00,-29.20,2445.00,295.00,562.00,-0.10,4.00
Russ Schoene,N,N,N,N,N,234.00,94.00,-19.40,1967.00,146.00,990.00,-0.20,6.00
Russell Westbrook,N,N,Y,N,N,5293.00,197.00,58.20,15156.00,1154.00,4149.00,5.40,80.00
Rusty LaRue,N,N,N,N,N,139.00,11.00,-14.60,445.00,53.00,113.00,-0.30,1.00
Ryan Anderson,N,N,N,N,N,505.00,195.00,7.10,7316.00,304.00,3021.00,1.20,42.00
Ryan Bowen,N,N,N,N,N,232.00,133.00,1.60,1204.00,301.00,982.00,0.40,11.00
Ryan Gomes,N,N,N,N,N,699.00,78.00,-7.50,4846.00,335.00,2174.00,0.50,20.00
Ryan Hollins,N,N,N,N,N,135.00,223.00,-34.30,1683.00,83.00,965.00,-0.10,8.00
Ryan Humphrey,N,N,N,N,N,24.00,35.00,-24.00,259.00,23.00,255.00,-0.60,-1.00
Ryan Kelly,N,N,N,N,N,215.00,84.00,-12.90,981.00,79.00,504.00,-0.10,3.00
Ryan Lorthridge,N,N,N,N,N,101.00,1.00,-3.70,272.00,28.00,71.00,-0.30,0.00
Ryan Stack,N,N,N,N,N,5.00,11.00,-7.40,52.00,4.00,45.00,-0.30,0.00
Salah Mejri,N,N,N,N,N,24.00,97.00,1.30,338.00,40.00,431.00,0.40,4.00
Salim Stoudamire,N,N,N,N,N,164.00,10.00,-16.10,1260.00,55.00,214.00,-0.70,2.00
Sam Bowie,N,N,N,N,N,644.00,581.00,-5.10,3479.00,169.00,2423.00,0.70,17.00
Sam Cassell,N,N,Y,Y,N,6208.00,182.00,12.60,16475.00,1126.00,3388.00,1.50,91.00
Sam Dekker,N,N,N,N,N,76.00,21.00,-1.10,504.00,38.00,284.00,0.30,3.00
Sam Jacobson,N,N,N,N,N,62.00,6.00,-6.90,500.00,59.00,141.00,-0.30,2.00
Sam Lacey,N,N,Y,N,N,3348.00,1197.00,20.30,7361.00,1019.00,6976.00,2.70,47.00
Sam Mack,N,N,N,N,N,254.00,30.00,-12.60,1605.00,117.00,388.00,0.10,6.00
Sam Mitchell,N,N,N,N,N,1089.00,301.00,-32.30,8636.00,548.00,3711.00,-0.10,42.00
Sam Pellom,N,N,N,N,N,76.00,139.00,-2.30,742.00,79.00,585.00,0.30,4.00
Sam Perkins,N,N,N,N,N,2131.00,1015.00,23.40,16360.00,1165.00,8190.00,1.80,112.00
Sam Vincent,N,N,N,N,N,1776.00,72.00,-23.70,3268.00,288.00,870.00,-0.10,13.00
Sam Williams,N,N,N,N,N,216.00,400.00,-2.90,2100.00,272.00,1472.00,0.60,12.00
Sam Young,N,N,N,N,N,189.00,59.00,-17.20,1510.00,145.00,614.00,-0.20,5.00
Samaki Walker,N,N,N,N,N,252.00,315.00,-36.20,2374.00,134.00,2086.00,-0.20,14.00
Samardo Samuels,N,N,N,N,N,28.00,23.00,-13.10,350.00,23.00,208.00,-0.50,1.00
Samuel Dalembert,N,N,N,N,N,369.00,1389.00,-9.00,6042.00,387.00,6117.00,0.70,48.00
Sarunas Jasikevicius,N,N,N,N,N,460.00,6.00,-11.10,1046.00,79.00,243.00,-0.10,5.00
Sarunas Marciulionis,Y,N,N,N,N,807.00,31.00,-6.20,4631.00,459.00,819.00,0.50,20.00
Sasha Danilovic,N,N,N,N,N,226.00,20.00,-1.60,1443.00,108.00,284.00,0.40,6.00
Sasha Pavlovic,N,N,N,N,N,429.00,75.00,-30.60,2406.00,240.00,841.00,-0.40,5.00
Sasha Vujacic,N,N,N,N,N,875.00,39.00,-14.10,3725.00,388.00,1272.00,0.30,18.00
Scooter McCray,N,N,N,N,N,67.00,23.00,-6.80,209.00,20.00,173.00,-0.10,0.00
Scot Pollard,N,N,N,N,N,208.00,330.00,2.80,2056.00,279.00,2177.00,0.70,25.00
Scott Brooks,N,N,N,N,N,1256.00,26.00,-9.00,2600.00,378.00,537.00,0.20,18.00
Scott Burrell,N,N,N,N,N,526.00,180.00,2.50,2630.00,338.00,1329.00,0.80,16.00
Scott Haffner,N,N,N,N,N,80.00,2.00,-6.70,196.00,13.00,51.00,-0.70,0.00
Scott Hastings,N,N,N,N,N,256.00,143.00,-20.90,1486.00,146.00,1157.00,0.00,8.00
Scott Lloyd,N,N,N,N,N,423.00,90.00,-32.20,1984.00,120.00,1326.00,-0.40,3.00
Scott May,N,N,N,N,N,506.00,39.00,-11.00,3018.00,240.00,1232.00,0.30,15.00
Scott Meents,N,N,N,N,N,7.00,3.00,-4.30,55.00,4.00,30.00,-0.10,0.00
Scott Padgett,N,N,N,N,N,333.00,89.00,-10.20,1918.00,186.00,1272.00,0.30,13.00
Scott Roth,N,N,N,N,N,218.00,15.00,-15.30,825.00,94.00,232.00,-0.50,1.00
Scott Skiles,N,N,N,N,N,3843.00,29.00,-21.00,6589.00,493.00,1510.00,0.40,31.00
Scott Wedman,N,N,Y,N,N,1888.00,318.00,-15.40,12759.00,889.00,4637.00,0.90,56.00
Scott Williams,N,N,N,Y,N,413.00,405.00,-47.00,3620.00,365.00,3274.00,0.00,24.00
Scottie Pippen,Y,N,Y,Y,N,6135.00,947.00,70.40,18940.00,2307.00,7494.00,4.10,125.00
Sean Elliott,N,N,Y,N,N,1752.00,265.00,3.70,9869.00,538.00,2944.00,1.50,52.00
Sean Green,N,N,N,N,N,54.00,18.00,-27.20,439.00,49.00,110.00,-0.60,-2.00
Sean Higgins,N,N,N,N,N,199.00,28.00,-16.70,1158.00,67.00,356.00,-0.40,1.00
Sean Kilpatrick,N,N,N,N,N,212.00,10.00,-8.80,1582.00,68.00,386.00,-0.20,3.00
Sean Lampley,N,N,N,N,N,31.00,3.00,-3.20,169.00,7.00,83.00,-0.10,1.00
Sean Marks,N,N,N,N,N,37.00,65.00,-29.90,463.00,23.00,393.00,-0.30,2.00
Sean May,N,N,N,N,N,115.00,47.00,-15.00,821.00,53.00,481.00,-0.10,3.00
Sean Rooks,N,N,N,N,N,573.00,438.00,-50.40,4528.00,244.00,2700.00,-0.30,14.00
Sean Williams,N,N,N,N,N,39.00,141.00,3.20,541.00,44.00,418.00,0.00,3.00
Sebastian Telfair,N,N,N,N,N,2182.00,91.00,-47.20,4549.00,462.00,993.00,-0.50,6.00
Sedale Threatt,N,N,N,N,N,3855.00,148.00,-22.70,10084.00,1230.00,1854.00,0.40,51.00
Semaj Christon,N,N,N,N,N,130.00,6.00,-6.30,183.00,28.00,88.00,-1.10,0.00
Semih Erden,N,N,N,N,N,48.00,50.00,-5.10,412.00,38.00,297.00,0.10,3.00
Serge Ibaka,N,N,N,N,N,444.00,1515.00,5.30,8073.00,299.00,4795.00,1.50,57.00
Sergei Bazarevich,N,N,N,N,N,14.00,1.00,-4.90,30.00,1.00,7.00,-0.10,0.00
Sergei Monia,N,N,N,N,N,38.00,10.00,-10.20,152.00,13.00,103.00,-0.30,0.00
Sergey Karasev,N,N,N,N,N,87.00,4.00,-12.90,287.00,32.00,140.00,-0.10,1.00
